,Candidato,Publicidade por materiais impressos,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,Publicidade por jornais e revistas,Diversas a especificar,Publicidade por adesivos,Correspondências e despesas postais,Locação/cessão de bens imóveis,Doações financeiras a outros candidatos/partidos,Criação e inclusão de páginas na internet,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Taxa de Administração de Financiamento Coletivo,Despesas com pessoal,Serviços próprios prestados por terceiros,Atividades de militância e mobilização de rua,Alimentação,Cessão ou locação de veículos,Materiais de expediente,"Produção de programas de rádio, televisão ou vídeo",Combustíveis e lubrificantes,Eventos de promoção da candidatura,"Produção de jingles, vinhetas e slogans",Locação/cessão de bens móveis (exceto veículos),"Impostos, contribuições e taxas",Telefone,Publicidade por carros de som,Despesas com Hospedagem,Água,Energia elétrica,Pesquisas ou testes eleitorais,Despesas com transporte ou deslocamento,Passagem Aérea,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Reembolsos de gastos realizados por eleitores,Encargos sociais,Comícios,Multas eleitorais,Gasto_Candidato,Votos recebidos,NM_PARTIDO,DS_CARGO,NR_CANDIDATO,Recursos próprios,Recursos de pessoas físicas,Recursos de partido político,Recursos de Financiamento Coletivo,Recursos de outros candidatos,Rendimentos de aplicações financeiras,Doações pela Internet,Recursos de origens não identificadas,Comercialização de bens ou realização de eventos,TotalReceita_Candidato
2256,ELISSANDRO MARCIO SILVA LINDOSO,86275.0,12000.0,8000.0,8935.74,0.0,20094.0,0.0,20100.0,0.0,0.0,184.8,0.0,48631.0,0.0,0.0,5775.0,0.0,0.0,5000.0,4897.0,0.0,5000.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227892.53999999998,26788.0,Partido da Social Democracia Brasileira,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,ADRIANO CAMARGO ANTONIO,6320.0,1000.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,400.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33240.0,3327.0,Partido da Social Democracia Brasileira,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,MARCO ANTONIO DA FONSECA BICHEIRO,2433.0,200.0,0.0,0.0,0.0,200.0,1466.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4299.3,3840.0,Partido da Social Democracia Brasileira,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,JOÃO REYNALDO THOMAZ NETO,11947.4,3094.1,0.0,780.0,0.0,1800.0,0.0,0.0,0.0,0.0,32.5,0.0,24534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000.0,0.0,Partido da Social Democracia Brasileira,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,ANDERSON SEVERIANO GOMES,875.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4946.46,8658.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,ALEXANDRE PINHEIRO COSTA,95.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,1027.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,ALEXYA LUCAS EVANGELISTA SALVADOR,1022.99,0.0,370.0,0.0,0.0,286.2,0.0,0.0,0.0,0.0,93.89999999999999,94.75999999999999,0.0,600.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.8500000000004,9288.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,TAMIRES DE SOUSA ARANTES,325.0,0.0,325.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.35,4035.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,GENIVAL CALIXTO DA COSTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,465.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,JESSICA MARQUES RIBEIRO,910.0,0.0,147.0,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.15,3017.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,EDINALDO DOS SANTOS MACEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,1508.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.04,192.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,MAYKON RODRIGUES DOS SANTOS,1570.0,0.0,700.0,0.0,200.0,475.0,0.0,0.0,0.0,0.0,82.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.4,4141.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,RONALDO DA CRUZ BRAGANÇA,1181.0,0.0,1600.0,0.0,590.01,297.75,0.0,0.0,0.0,0.0,33.54,200.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4463.97,801.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,THYAGO MARCONDES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,1282.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,SANDRO VINICIUS ORTEGA NICODEMOS,755.0,1526.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.44,0.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,REGIS MARQUES RIBEIRO,1571.33,1211.02,600.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5913.0,0.0,0.0,0.0,9521.04,686.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,RODRIGO DA SILVA,3644.46,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3945.96,2251.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,DORIVAL BORELLI FILHO,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,845.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,ANITA DE GUSMÃO DAMIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.2,4256.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,PALOMA APARECIDA SOARES,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,1559.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309.21,2406.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,HAILEY KAAS ALVES PEDRO DA SILVA,4329.98,0.0,1000.0,0.0,0.0,512.0,0.0,0.0,450.0,139.7,26.4,256.64,0.0,0.0,300.0,685.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8542.499999999998,5475.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,JOSELICIO FREITAS DOS SANTOS JUNIOR,10440.0,0.0,3000.0,0.0,1361.08,600.0,749.52,0.0,0.0,2042.93,0.0,139.4,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20932.93,4993.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,ANA CLAUDIA SILVA MIELKE,5964.9,14100.0,0.0,0.0,698.0,0.0,165.6,300.0,0.0,99.0,25.0,423.87,0.0,0.0,0.0,0.0,0.0,431.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23107.37,23261.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,CÁSSIO ALBERTO DO NASCIMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,300.0,0.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.04,1090.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,LUCAS DE PAULA LANDIN,0.0,240.0,904.8,0.0,0.0,0.0,0.0,0.0,150.0,0.0,7.65,68.59,0.0,0.0,0.0,40.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.04,1097.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,PAULO PEREIRA ROCHA,0.0,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,511.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,FRANCISCO GILBERTO DA SILVA,843.0,0.0,684.84,0.0,0.0,320.0,222.06,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.3,644.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,MARIANA CONTI TAKAHASHI,75439.5,0.0,10000.0,0.0,9400.0,9425.0,0.0,0.0,0.0,1024.0,804.25,204.24,0.0,0.0,50310.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160606.99,31151.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,JORGE DAVI SALGADO,2625.0,900.0,248.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,125.33999999999999,0.0,0.0,2219.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7118.0599999999995,0.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,DAMIÃO TAVARES DOS SANTOS,1026.0,0.0,0.0,0.0,500.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552.04,1121.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,ANSELMO PIRES DA SILVA NETO,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,1165.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,JOÃO PAULO RILLO,120886.35,77205.0,24000.0,0.0,0.0,3617.0,2758.59,2000.0,0.0,0.0,418.8,0.0,77081.0,0.0,0.0,1428.0,16376.0,175.5,15000.0,18528.41,0.0,800.0,0.0,0.0,0.0,0.0,0.0,144.51,60.24,0.0,2015.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,363994.39999999997,26783.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2288,LEANDRO MOREIRA GONÇALVES,1120.0,300.0,676.84,0.0,0.0,250.0,0.0,0.0,0.0,0.0,14.25,117.95,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3529.04,2600.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,MARCELO REINA SILIANO,2400.62,0.0,0.0,0.0,0.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655.62,1793.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,ELIANAI MAESTRELLO DE LYRA,525.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.4,182.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,LUCAS FERREIRA CARDOSO,1843.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,2122.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,ISADORA MARTINATTI PENNA,5743.780000000001,0.0,5275.5599999999995,0.0,0.0,7730.200000000001,0.0,0.0,0.0,228.0,152.1,1000.5699999999999,19448.0,0.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41009.21,47730.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,BRUNO LOZZI DA SILVA,2510.0,0.0,0.0,2340.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5732.0,0.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,VALDIR JOSÉ UCHOA,2185.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.3999999999996,0.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,MARCELLO FERREIRA DOS SANTOS,4437.78,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7271.28,981.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,MAIRA MACHADO RODRIGUES,4437.78,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7261.13,2121.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,MARIA DO CARMO OLIVEIRA NAFALSKI,0.0,1420.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.2,561.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298,MADALENA SILVA SANTOS,0.0,0.0,100.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.75,2445.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,SARA RODRIGUES DE FRANÇA VIEIRA,2131.29,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2857.69,1381.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,JOÃO LUIS DIAS ZAFALÃO,17517.64,2230.0,3000.0,0.0,0.0,0.0,9360.0,0.0,0.0,0.0,81.2,99.16,0.0,0.0,0.0,0.0,0.0,9892.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42180.93,0.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,ROSANA BIGNAMI,640.0,1500.0,3050.0,0.0,0.0,1120.0,0.0,0.0,0.0,0.0,111.25,0.0,0.0,0.0,2650.01,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9871.26,1769.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,MOACIR CAVALCANTI DOS SANTOS,0.0,0.0,0.0,0.0,0.0,1526.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.04,694.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,LEONARDO MANOEL ALVES,740.0,0.0,300.0,0.0,230.0,823.0,0.0,0.0,0.0,0.0,33.5,122.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.25,4396.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,PEDRO HENRIQUE TERUJI JERONIMO MINAMIDANI,1123.3,0.0,120.0,0.0,0.0,0.0,0.0,0.0,882.18,0.0,62.8,0.0,0.0,0.0,0.0,0.0,0.0,392.67,0.0,245.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.0400000000004,2220.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,ELY ITO RODRIGUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.549999999999999,0.0,740.0,955.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.21,1350.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,ADEMILSON MIGUEL FERNANDES,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,285.13,0.0,0.0,0.0,0.0,0.0,0.0,1025.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.06,2929.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,DJALMA NERY FERREIRA NETO,799.0,0.0,0.0,0.0,0.0,1245.0,12790.66,0.0,0.0,1676.37,20.3,206.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18433.92,11161.0,Partido Socialismo e Liberdade,Deputado Estadual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
