,Candidato,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Eventos de promoção da candidatura,Publicidade por materiais impressos,Doações financeiras a outros candidatos/partidos,Combustíveis e lubrificantes,Criação e inclusão de páginas na internet,Taxa de Administração de Financiamento Coletivo,Despesas com Hospedagem,Despesas com transporte ou deslocamento,Despesas com pessoal,"Produção de programas de rádio, televisão ou vídeo",Publicidade por jornais e revistas,Publicidade por adesivos,"Produção de jingles, vinhetas e slogans",Atividades de militância e mobilização de rua,Serviços próprios prestados por terceiros,Locação/cessão de bens móveis (exceto veículos),Diversas a especificar,Locação/cessão de bens imóveis,Publicidade por carros de som,"Impostos, contribuições e taxas",Cessão ou locação de veículos,Materiais de expediente,Alimentação,Correspondências e despesas postais,Água,Energia elétrica,Comícios,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Pesquisas ou testes eleitorais,Multas eleitorais,Passagem Aérea,Telefone,Encargos sociais,Reembolsos de gastos realizados por eleitores,Gasto_Candidato,Votos recebidos
1534,LUCIANE MOREIRA DE SOUZA,7377.2,0.0,52.8,390.0,1121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10681.0,551.0
1535,MARIO SERGIO TASSINARI,0.0,4000.0,26.4,0.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,846.8,0.0,1250.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10643.2,4238.0
1536,ROSÁLIA DOS SANTOS LIMA,9968.0,0.0,46.0,0.0,262.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10614.0,1881.0
1537,CARLOS ROBERTO  MENDES PEIXOTO,0.0,0.0,17.5,0.0,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10567.5,0.0
1538,INGRID MIRIA FRARE,2000.0,102.0,0.0,0.0,3314.0,0.0,0.0,900.0,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10555.2,3683.0
1539,RICARDO ALVES DE MOURA,0.0,2840.0,10.15,0.0,1080.0,0.0,0.0,0.0,194.08,0.0,0.0,0.0,0.0,0.0,1290.0,600.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10514.23,1383.0
1540,MILTON LUIZ GEBIN CARDOSO,0.0,3600.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10511.62,2447.0
1541,MARISE AUGUSTO FERNANDES AUDI,500.0,0.0,29.9,0.0,4140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10493.9,8061.0
1542,JACINTO MOREIRA MILAGRES,3908.4,600.0,6.6,0.0,2095.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,400.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10430.0,624.0
1543,JOSE CARLOS CAETANO,0.0,0.0,19.200000000000003,0.0,3785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10429.2,664.0
1544,MAISA CARMAGNANI MESSIAS,2664.0,220.0,47.5,0.0,1594.0,0.0,2377.27,0.0,18.73,0.0,0.0,1500.0,1000.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10405.0,401.0
1545,ROBSON DA SILVA CAMPOS,5400.0,1200.0,0.0,0.0,2100.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400.0,879.0
1546,FATIMA REGINA PORTELLA OLIVEIRA,3880.0,4550.0,86.8,0.0,337.24,0.0,0.0,0.0,228.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10382.99,6799.0
1547,OSMAR DELLA PASCHOA JUNIOR,2300.0,0.0,49.54,0.0,4671.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10321.52,2199.0
1548,VAGNER APARECIDO MALHEIROS,0.0,600.0,13.2,0.0,5250.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10313.2,3355.0
1549,HORACIO CAYRES JUNIOR,0.0,0.0,115.87,0.0,2543.9700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,0.0,5521.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10295.84,1594.0
1550,HELENA GOMES,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10277.0,0.0
1551,FRANCISLAINE URQUIDI FARFAN VASSER,2500.0,0.0,23.35,0.0,5638.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10243.35,3833.0
1552,ADRIANO DOS SANTOS,3000.0,0.0,0.0,0.0,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10237.0,5443.0
1553,MARCOS AURÉLIO DE LIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10211.13,309.0
1554,ROSANGELA APARECIDA SILVEIRA GIORDANI,0.0,0.0,256.69,0.0,8370.0,0.0,613.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200.35,737.0
1555,REGINA DA SILVA COSTA,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9986.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,426.0
1556,HIGOR MAMEDE MARQUES DOS SANTOS,0.0,0.0,140.65,0.0,8695.16,0.0,820.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10185.01,1433.0
1557,ANDREIA MONIQUE DOS SANTOS,7500.0,0.0,113.1,192.9,2379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10185.0,1548.0
1558,EDUARDO HERNANDES DOMINGUES,0.0,1071.0,80.35,0.0,1872.98,6091.0,0.0,0.0,49.45,0.0,0.0,0.0,0.0,810.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10174.78,3301.0
1559,RICARDO JOSÉ RUSSOMANNO AZEVEDO SOBRINHO,0.0,0.0,188.5,0.0,0.0,0.0,470.15,0.0,0.0,0.0,0.0,7939.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10151.73,402.0
1560,CLEONICE APARECIDA PEREIRA DA SILVA,9250.0,0.0,50.0,370.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10150.0,626.0
1561,FRANCISCO CARLOS SILVEIRA LEITE,0.0,0.0,0.0,0.0,8957.14,0.0,358.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10059.66,4700.0
1562,JOSÉ PAIM ANUNCIAÇÃO FILHO,0.0,0.0,24.8,0.0,295.0,0.0,449.4500000000001,0.0,0.0,0.0,175.79999999999998,8484.74,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,170.61,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,0.0
1563,LUIZA POLYDORO,7570.0,0.0,0.0,0.0,2180.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10044.7,2482.0
1564,GLAUBER DA SILVA,0.0,0.0,26.4,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,8066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10042.4,242.0
1565,VERA LUCIA DOS SANTOS,0.0,0.0,0.0,0.0,440.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,500.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10040.0,1376.0
1566,SELMA DE SOUZA RODRIGUES,1000.0,379.9,0.0,0.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,4110.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,49.9,110.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,0.0,0.0,10036.39,248.0
1567,JURACI DE OSTI LOPES,0.0,0.0,1.8,0.0,500.0,0.0,1045.4,0.0,0.0,249.9,0.0,8000.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034.1,1253.0
1568,SIMONE APARECIDA FERREIRA,500.0,0.0,0.0,0.0,230.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10030.0,142.0
1569,ARNOR BARBOSA DOS SANTOS,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10013.2,586.0
1570,MARIA ALICE ARAÚJO LIMBERG,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10011.0,186.0
1571,DANIEL VERÍSSIMO DOS SANTOS,0.0,1490.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10009.7,441.0
1572,ELZA ALVES DE ACRAVALHO,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10009.5,0.0
1573,ANDREA JOSIANE PINTO NAKASASSU,2500.0,82.0,10.1,0.0,0.0,0.0,0.0,5015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10007.1,2129.0
1574,CARLOS MANOEL AVILA DOS SANTOS,3382.5,0.0,2.5,0.0,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,345.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
1575,MANOEL DA CRUZ CARLOS VIEIRA,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,499.0
1576,BRANDINA MARIA SOARES DE OLIVEIRA,0.0,0.0,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,9019.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,379.0
1577,JANETE CRISTINA EVANGELISTA DE SOUZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
1578,DORACI MARIANO,0.0,0.0,140.0,0.0,1570.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,8220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1818.0
1579,LEDA MARIA SILVA SPERANDIO,0.0,0.0,0.0,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,417.0
1580,SIDNEI LUIZ PEREIRA,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9973.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,313.0
1581,IVANI CARVALHO SHEWCHENKO,3379.65,0.0,120.35,0.0,2300.0,2000.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,416.0
1582,EDEGAR DE OLIVEIRA AVILA,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
1583,AGRIPINO PEREIRA DE SENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,832.0
1584,JULIANA BUSSAB SCHULHOF,900.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9062.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,7162.0
1585,ARIADINE FERREIRA ESPINDOLA,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9986.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,512.0
1586,HENRIQUE FERRACINI DIAS,3000.0,500.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,472.0
1587,JOSÉ SILVESTRE DE OLIVEIRA,0.0,0.0,128.6,0.0,220.0,0.0,865.0,0.0,0.0,0.0,0.0,7274.9,0.0,200.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,297.0
1588,RENAN THIAGO CALDATO BENTO GARCIA,500.0,0.0,0.0,0.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,286.0
1589,APARECIDA FERREIRA ALVES DA SILVA,0.0,0.0,14.9,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,6188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,298.0
1590,ANA REGINA MACHADO COUTO,0.0,0.0,0.0,0.0,0.0,0.0,608.8,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.2,0.0,0.0,0.0,0.0,0.0,2255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,367.0
1591,ROBERTO JOSÉ DA SILVA,0.0,0.0,82.76,0.0,0.0,0.0,150.04,0.0,0.0,0.0,120.0,7509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,138.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,294.0
1592,CELSO MACHADO VENDRAMINI,0.0,2138.15,34.9,0.0,7826.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,6662.0
1593,ANA CLAUDIA PERES LUCAS LOPES,4994.35,0.0,115.15,850.0,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.5,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,2185.0
1594,AMARO XIMENES DE MELO,1000.0,0.0,26.6,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,7400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,3407.0
1595,REINALDO DE OLIVEIRA COELHO,0.0,0.0,0.0,0.0,1400.0,0.0,1300.0,0.0,0.0,0.0,0.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1409.0
1596,CLEONICE DE OLIVEIRA,1530.42,2864.13,4.55,0.0,1700.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2385.9,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,4997.0
1597,CICERA MARIA DA CONCEIÇÃO,0.0,0.0,70.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,8440.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,765.0
1598,VERA LUCIA,0.0,0.0,19.8,0.0,3450.0,0.0,0.0,0.0,0.0,0.0,13.4,6016.8,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
1599,AGUINALDO TRIUMPHO AVELLAR,0.0,0.0,0.35,0.0,5252.0,0.0,246.49,0.0,0.0,0.0,0.0,502.11,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1921.0
1600,GLORIA NEY FERNANDES,500.0,0.0,0.0,0.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,275.0
1601,MARIANE TEIXEIRA,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,81.0
1602,MIRTES DE CASTRO,5230.0,0.0,50.0,0.0,4720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,548.0
1603,WALDIR FRANCISCO LIMA,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9998.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,3653.0
1604,GILBERTO FRANCISCO DE AQUINO,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.0,0.0,0.0,0.0,7996.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,484.0
1605,GLÉDSON ANTONIO DE PROENÇA,3850.0,0.0,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6089.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
